country,model,scores,scores_RSF,type
Denmark,FALCON,56.25,95.09,original
Denmark,FALCON,65.90909091,86.9,original
Djibouti,FALCON,32.0,26.74,original
Djibouti,FALCON,58.0,30.63,original
Djibouti,FALCON,34.09090909,24.12,original
Djibouti,FALCON,14.58333333,40.13,original
Djibouti,FALCON,46.59090909,29.08,original
Dominican Republic,FALCON,46.0,53.54,original
Dominican Republic,FALCON,63.0,86.92,original
Dominican Republic,FALCON,33.33333333,72.61,original
Dominican Republic,FALCON,12.5,74.24,original
Dominican Republic,FALCON,62.5,82.14,original
East Timor,FALCON,43.0,65.36,original
East Timor,FALCON,40.0,73.08,original
East Timor,FALCON,45.45454545,76.09,original
East Timor,FALCON,18.75,94.35,original
East Timor,FALCON,45.45454545,85.71,original
Ecuador,FALCON,41.0,43.33,original
Ecuador,FALCON,42.0,43.33,variation1
Ecuador,FALCON,38.0,43.33,variation2
Ecuador,FALCON,52.0,60.77,original
Ecuador,FALCON,52.0,60.77,variation1
Ecuador,FALCON,65.0,60.77,variation2
Ecuador,FALCON,40.90909091,39.57,original
Ecuador,FALCON,31.06060606,39.57,variation1
Ecuador,FALCON,47.72727273,39.57,variation2
Ecuador,FALCON,20.83333333,65.48,original
Ecuador,FALCON,14.58333333,65.48,variation1
Ecuador,FALCON,14.58333333,65.48,variation2
Ecuador,FALCON,50.0,47.38,original
Ecuador,FALCON,59.09090909,47.38,variation1
Ecuador,FALCON,62.5,47.38,variation2
Egypt,FALCON,32.0,24.69,original
Egypt,FALCON,39.0,29.81,original
Egypt,FALCON,20.45454545,16.1,original
Egypt,FALCON,12.5,27.27,original
Egypt,FALCON,43.18181818,27.62,original
El Salvador,FALCON,31.0,42.23,original
El Salvador,FALCON,41.0,50.3,original
El Salvador,FALCON,29.54545455,29.21,original
El Salvador,FALCON,12.5,49.04,original
El Salvador,FALCON,56.81818182,49.27,original
Equatorial Guinea,FALCON,33.0,31.46,original
Equatorial Guinea,FALCON,27.0,40.96,original
Equatorial Guinea,FALCON,11.36363636,33.62,original
Equatorial Guinea,FALCON,10.41666667,77.38,original
Equatorial Guinea,FALCON,45.45454545,49.05,original
Eritrea,FALCON,35.0,18.54,original
Eritrea,FALCON,24.0,16.92,original
Eritrea,FALCON,23.48484848,12.75,original
Eritrea,FALCON,16.66666667,14.26,original
Eritrea,FALCON,43.18181818,20.71,original
Estonia,FALCON,47.0,76.77,original
Estonia,FALCON,65.0,83.65,original
Estonia,FALCON,44.6969697,86.88,original
Estonia,FALCON,56.25,94.88,original
Estonia,FALCON,77.27272727,90.0,original
Eswatini,FALCON,37.0,41.25,original
Eswatini,FALCON,40.0,47.31,original
Eswatini,FALCON,47.72727273,49.13,original
Eswatini,FALCON,20.83333333,89.58,original
Eswatini,FALCON,65.90909091,64.29,original
Ethiopia,FALCON,30.0,41.2,original
Ethiopia,FALCON,32.0,50.0,original
Ethiopia,FALCON,28.78787879,33.9,original
Ethiopia,FALCON,0.0,34.13,original
Ethiopia,FALCON,44.31818182,47.62,original
Fiji,FALCON,28.0,64.66,original
Fiji,FALCON,57.0,69.04,original
Fiji,FALCON,34.84848485,59.26,original
Fiji,FALCON,20.83333333,88.86,original
Fiji,FALCON,44.31818182,74.35,original
Finland,FALCON,52.0,80.9,original
Finland,FALCON,62.0,86.16,original
Finland,FALCON,62.87878788,89.05,original
Finland,FALCON,62.5,92.13,original
Finland,FALCON,80.68181818,84.52,original
France,FALCON,34.0,66.27,original
France,FALCON,56.0,66.27,variation1
France,FALCON,49.0,66.27,variation2
France,FALCON,55.0,78.18,original
France,FALCON,68.0,78.18,variation1
France,FALCON,60.0,78.18,variation2
France,FALCON,48.48484848,78.93,original
France,FALCON,43.93939394,78.93,variation1
France,FALCON,49.24242424,78.93,variation2
France,FALCON,18.75,88.38,original
France,FALCON,29.16666667,88.38,variation1
France,FALCON,39.58333333,88.38,variation2
France,FALCON,61.36363636,81.5,original
France,FALCON,71.59090909,81.5,variation1
France,FALCON,60.22727273,81.5,variation2
Gabon,FALCON,33.0,49.74,original
Gabon,FALCON,43.0,70.19,original
Gabon,FALCON,30.3030303,58.51,original
Gabon,FALCON,14.58333333,79.59,original
Gabon,FALCON,46.59090909,71.09,original
Gambia,FALCON,41.0,48.51,original
Gambia,FALCON,39.0,60.71,original
Gambia,FALCON,38.63636364,57.56,original
Gambia,FALCON,10.41666667,84.01,original
Gambia,FALCON,57.95454545,76.87,original
Georgia,FALCON,36.0,39.93,original
Georgia,FALCON,54.0,67.31,original
Georgia,FALCON,28.03030303,36.23,original
Georgia,FALCON,18.75,61.35,original
Georgia,FALCON,65.90909091,60.45,original
Germany,FALCON,48.0,77.63,original
Germany,FALCON,53.0,77.63,variation1
Germany,FALCON,58.0,77.63,variation2
Germany,FALCON,54.0,84.69,original
Germany,FALCON,76.0,84.69,variation1
Germany,FALCON,74.0,84.69,variation2
Germany,FALCON,53.78787879,85.22,original
Germany,FALCON,52.27272727,85.22,variation1
Germany,FALCON,48.48484848,85.22,variation2
Germany,FALCON,29.16666667,89.29,original
Germany,FALCON,52.08333333,89.29,variation1
Germany,FALCON,33.33333333,89.29,variation2
Germany,FALCON,70.45454545,82.38,original
Germany,FALCON,71.59090909,82.38,variation1
Germany,FALCON,70.45454545,82.38,variation2
Ghana,FALCON,26.0,47.92,original
Ghana,FALCON,27.0,47.92,variation1
Ghana,FALCON,46.0,47.92,variation2
Ghana,FALCON,63.0,74.79,original
Ghana,FALCON,76.0,74.79,variation1
Ghana,FALCON,50.0,74.79,variation2
Ghana,FALCON,35.60606061,59.5,original
Ghana,FALCON,51.51515152,59.5,variation1
Ghana,FALCON,46.96969697,59.5,variation2
Ghana,FALCON,18.75,82.94,original
Ghana,FALCON,14.58333333,82.94,variation1
Ghana,FALCON,8.333333333,82.94,variation2
Ghana,FALCON,69.31818182,73.41,original
Ghana,FALCON,52.27272727,73.41,variation1
Ghana,FALCON,63.63636364,73.41,variation2
Greece,FALCON,19.0,37.61,original
Greece,FALCON,45.0,37.61,variation1
Greece,FALCON,48.0,37.61,variation2
Greece,FALCON,50.0,64.68,original
Greece,FALCON,57.0,64.68,variation1
Greece,FALCON,64.0,64.68,variation2
Greece,FALCON,36.36363636,45.25,original
Greece,FALCON,36.36363636,45.25,variation1
Greece,FALCON,37.87878788,45.25,variation2
Greece,FALCON,18.75,85.78,original
Greece,FALCON,35.41666667,85.78,variation1
Greece,FALCON,6.25,85.78,variation2
Greece,FALCON,59.09090909,52.44,original
Greece,FALCON,56.81818182,52.44,variation1
Greece,FALCON,67.04545455,52.44,variation2
Guatemala,FALCON,42.0,38.13,original
Guatemala,FALCON,49.0,57.24,original
Guatemala,FALCON,31.81818182,33.57,original
Guatemala,FALCON,4.166666667,35.78,original
Guatemala,FALCON,60.22727273,46.67,original
Guinea,FALCON,26.0,50.0,original
Guinea,FALCON,31.0,64.58,original
Guinea,FALCON,34.84848485,49.28,original
Guinea,FALCON,16.66666667,66.95,original
Guinea,FALCON,45.45454545,69.05,original
Guinea-Bissau,FALCON,32.0,39.38,original
Guinea-Bissau,FALCON,37.0,61.92,original
Guinea-Bissau,FALCON,37.87878788,48.26,original
Guinea-Bissau,FALCON,10.41666667,76.13,original
Guinea-Bissau,FALCON,47.72727273,54.05,original
Guyana,FALCON,45.0,46.61,original
Guyana,FALCON,50.0,60.46,original
Guyana,FALCON,33.33333333,44.93,original
Guyana,FALCON,20.83333333,83.33,original
Guyana,FALCON,45.45454545,65.18,original
Haiti,FALCON,31.0,44.44,original
Haiti,FALCON,38.0,67.47,original
Haiti,FALCON,41.66666667,53.38,original
Haiti,FALCON,2.083333333,45.26,original
Haiti,FALCON,46.59090909,69.05,original
Honduras,FALCON,35.0,34.89,original
Honduras,FALCON,55.0,49.17,original
Honduras,FALCON,38.63636364,35.36,original
Honduras,FALCON,2.083333333,35.51,original
Honduras,FALCON,51.13636364,35.95,original
Hong Kong,FALCON,33.0,45.88,original
Hong Kong,FALCON,50.0,39.33,original
Hong Kong,FALCON,42.42424242,34.68,original
Hong Kong,FALCON,8.333333333,47.67,original
Hong Kong,FALCON,60.22727273,47.73,original
Hungary,FALCON,35.0,48.23,original
Hungary,FALCON,48.0,48.23,variation1
Hungary,FALCON,44.0,48.23,variation2
Hungary,FALCON,55.0,67.88,original
Hungary,FALCON,48.0,67.88,variation1
Hungary,FALCON,60.0,67.88,variation2
Hungary,FALCON,32.57575758,38.55,original
Hungary,FALCON,34.84848485,38.55,variation1
Hungary,FALCON,40.15151515,38.55,variation2
Hungary,FALCON,10.41666667,85.97,original
Hungary,FALCON,29.16666667,85.97,variation1
Hungary,FALCON,52.08333333,85.97,variation2
Hungary,FALCON,57.95454545,74.29,original
Hungary,FALCON,67.04545455,74.29,variation1
Hungary,FALCON,52.27272727,74.29,variation2
Iceland,FALCON,37.0,65.1,original
Iceland,FALCON,75.0,79.11,original
Iceland,FALCON,59.84848485,79.94,original
Iceland,FALCON,58.33333333,93.24,original
Iceland,FALCON,69.31818182,83.28,original
India,FALCON,34.0,31.67,original
India,FALCON,40.0,40.87,original
India,FALCON,37.87878788,21.58,original
India,FALCON,8.333333333,28.97,original
India,FALCON,35.22727273,33.33,original
Indonesia,FALCON,34.0,33.46,original
Indonesia,FALCON,61.0,57.57,original
Indonesia,FALCON,37.87878788,38.95,original
Indonesia,FALCON,16.66666667,77.98,original
Indonesia,FALCON,52.27272727,47.77,original
Iran,FALCON,33.0,23.44,original
Iran,FALCON,26.0,20.03,original
Iran,FALCON,18.18181818,23.19,original
Iran,FALCON,6.25,20.02,original
Iran,FALCON,37.5,19.84,original
Iraq,FALCON,43.0,22.14,original
Iraq,FALCON,28.0,26.44,original
Iraq,FALCON,29.54545455,20.65,original
Iraq,FALCON,2.083333333,28.69,original
Iraq,FALCON,50.0,29.46,original
Ireland,FALCON,43.0,77.0,original
Ireland,FALCON,67.0,80.45,original
Ireland,FALCON,45.45454545,89.86,original
Ireland,FALCON,45.83333333,94.05,original
Ireland,FALCON,78.40909091,86.61,original
Israel,FALCON,43.0,58.33,original
Israel,FALCON,51.0,49.04,original
Israel,FALCON,42.42424242,56.34,original
Israel,FALCON,31.25,42.02,original
Israel,FALCON,67.04545455,60.42,original
Italy,FALCON,40.0,52.75,original
Italy,FALCON,58.0,72.94,original
Italy,FALCON,33.33333333,64.44,original
Italy,FALCON,20.83333333,88.86,original
Italy,FALCON,56.81818182,69.98,original
Jamaica,FALCON,36.0,70.31,original
Jamaica,FALCON,53.0,72.6,original
Jamaica,FALCON,48.48484848,66.39,original
Jamaica,FALCON,43.75,92.25,original
Jamaica,FALCON,67.04545455,84.97,original
Japan,FALCON,45.0,55.83,original
Japan,FALCON,59.0,64.35,original
Japan,FALCON,46.21212121,53.07,original
Japan,FALCON,35.41666667,82.95,original
Japan,FALCON,63.63636364,54.38,original
Jordan,FALCON,27.0,35.68,original
Jordan,FALCON,43.0,36.06,original
Jordan,FALCON,33.33333333,31.7,original
Jordan,FALCON,10.41666667,79.37,original
Jordan,FALCON,43.18181818,38.69,original
Kazakhstan,FALCON,44.0,35.42,original
Kazakhstan,FALCON,49.0,37.91,original
Kazakhstan,FALCON,37.87878788,30.33,original
Kazakhstan,FALCON,10.41666667,51.02,original
Kazakhstan,FALCON,44.31818182,50.85,original
Kenya,FALCON,31.0,37.04,original
Kenya,FALCON,62.0,59.4,original
Kenya,FALCON,39.39393939,38.97,original
Kenya,FALCON,6.25,72.09,original
Kenya,FALCON,56.81818182,58.6,original
Kosovo,FALCON,46.0,48.05,original
Kosovo,FALCON,50.0,73.92,original
Kosovo,FALCON,44.6969697,56.61,original
Kosovo,FALCON,25.0,54.81,original
Kosovo,FALCON,42.04545455,67.56,original
Kuwait,FALCON,38.0,32.13,original
Kuwait,FALCON,32.0,45.96,original
Kuwait,FALCON,27.27272727,37.42,original
Kuwait,FALCON,20.83333333,79.96,original
Kuwait,FALCON,54.54545455,27.85,original
Kyrgyzstan,FALCON,36.0,48.73,original
Kyrgyzstan,FALCON,39.0,48.4,original
Kyrgyzstan,FALCON,36.36363636,30.19,original
Kyrgyzstan,FALCON,14.58333333,67.59,original
Kyrgyzstan,FALCON,59.09090909,50.66,original
Laos,FALCON,33.0,40.1,original
Laos,FALCON,44.0,31.01,original
Laos,FALCON,33.33333333,25.0,original
Laos,FALCON,31.25,42.33,original
Laos,FALCON,47.72727273,30.36,original
Latvia,FALCON,51.0,74.69,original
Latvia,FALCON,48.0,80.29,original
Latvia,FALCON,34.84848485,84.42,original
Latvia,FALCON,33.33333333,91.9,original
Latvia,FALCON,55.68181818,83.21,original
Lebanon,FALCON,30.0,34.82,original
Lebanon,FALCON,49.0,45.6,original
Lebanon,FALCON,31.06060606,45.03,original
Lebanon,FALCON,16.66666667,41.92,original
Lebanon,FALCON,43.18181818,42.18,original
Lesotho,FALCON,43.0,36.67,original
Lesotho,FALCON,56.0,45.38,original
Lesotho,FALCON,37.12121212,45.51,original
Lesotho,FALCON,22.91666667,60.16,original
Lesotho,FALCON,65.90909091,56.9,original
Liberia,FALCON,38.0,45.98,original
Liberia,FALCON,49.0,73.08,original
Liberia,FALCON,31.81818182,54.87,original
Liberia,FALCON,8.333333333,80.27,original
Liberia,FALCON,53.40909091,71.43,original
Libya,FALCON,34.0,37.27,original
Libya,FALCON,25.0,44.23,original
Libya,FALCON,21.96969697,40.5,original
Libya,FALCON,8.333333333,44.16,original
Libya,FALCON,36.36363636,36.77,original
Liechtenstein,FALCON,47.0,62.35,original
Liechtenstein,FALCON,74.0,84.84,original
Liechtenstein,FALCON,56.06060606,85.55,original
Liechtenstein,FALCON,83.33333333,96.16,original
Liechtenstein,FALCON,88.63636364,78.72,original
Lithuania,FALCON,44.0,70.72,original
Lithuania,FALCON,57.0,81.41,original
Lithuania,FALCON,35.60606061,80.84,original
Lithuania,FALCON,25.0,92.1,original
Lithuania,FALCON,72.72727273,83.6,original
Luxembourg,FALCON,38.0,71.53,original
Luxembourg,FALCON,75.0,77.56,original
Luxembourg,FALCON,59.84848485,87.74,original
Luxembourg,FALCON,47.91666667,96.83,original
Luxembourg,FALCON,68.18181818,85.32,original
Madagascar,FALCON,37.0,34.03,original
Madagascar,FALCON,44.0,56.73,original
Madagascar,FALCON,25.0,41.91,original
Madagascar,FALCON,12.5,76.98,original
Madagascar,FALCON,62.5,60.71,original
Malawi,FALCON,26.0,46.06,original
Malawi,FALCON,52.0,64.96,original
Malawi,FALCON,42.42424242,58.78,original
Malawi,FALCON,25.0,84.39,original
Malawi,FALCON,48.86363636,68.12,original
Malaysia,FALCON,37.0,45.63,original
Malaysia,FALCON,38.0,34.04,original
Malaysia,FALCON,31.81818182,44.35,original
Malaysia,FALCON,8.333333333,83.72,original
Malaysia,FALCON,39.77272727,52.62,original
Maldives,FALCON,28.0,36.04,original
Maldives,FALCON,40.0,54.42,original
Maldives,FALCON,46.21212121,43.48,original
Maldives,FALCON,33.33333333,79.76,original
Maldives,FALCON,63.63636364,48.1,original
Mali,FALCON,37.0,44.41,original
Mali,FALCON,53.0,59.27,original
Mali,FALCON,43.93939394,48.12,original
Mali,FALCON,31.25,37.47,original
Mali,FALCON,62.5,63.53,original
Malta,FALCON,31.0,49.57,original
Malta,FALCON,62.0,60.1,original
Malta,FALCON,41.66666667,45.35,original
Malta,FALCON,33.33333333,87.9,original
Malta,FALCON,71.59090909,61.9,original
Mauritania,FALCON,33.0,54.05,original
Mauritania,FALCON,33.0,54.05,variation1
Mauritania,FALCON,50.0,54.05,variation2
Mauritania,FALCON,46.0,79.06,original
Mauritania,FALCON,43.0,79.06,variation1
Mauritania,FALCON,55.0,79.06,variation2
Mauritania,FALCON,28.78787879,67.23,original
Mauritania,FALCON,37.12121212,67.23,variation1
Mauritania,FALCON,37.12121212,67.23,variation2
Mauritania,FALCON,16.66666667,93.65,original
Mauritania,FALCON,29.16666667,93.65,variation1
Mauritania,FALCON,31.25,93.65,variation2
Mauritania,FALCON,54.54545455,76.98,original
Mauritania,FALCON,51.13636364,76.98,variation1
Mauritania,FALCON,48.86363636,76.98,variation2
Mauritius,FALCON,48.0,47.4,original
Mauritius,FALCON,60.0,62.88,original
Mauritius,FALCON,31.06060606,50.43,original
Mauritius,FALCON,27.08333333,86.9,original
Mauritius,FALCON,63.63636364,80.12,original
Mexico,FALCON,39.0,42.11,original
Mexico,FALCON,58.0,67.99,original
Mexico,FALCON,37.87878788,49.69,original
Mexico,FALCON,6.25,27.28,original
Mexico,FALCON,60.22727273,57.99,original
Moldova,FALCON,21.0,56.48,original
Moldova,FALCON,41.0,56.48,variation1
Moldova,FALCON,24.0,56.48,variation2
Moldova,FALCON,42.0,80.13,original
Moldova,FALCON,57.0,80.13,variation1
Moldova,FALCON,55.0,80.13,variation2
Moldova,FALCON,31.81818182,66.51,original
Moldova,FALCON,47.72727273,66.51,variation1
Moldova,FALCON,35.60606061,66.51,variation2
Moldova,FALCON,18.75,88.49,original
Moldova,FALCON,14.58333333,88.49,variation1
Moldova,FALCON,16.66666667,88.49,variation2
Moldova,FALCON,63.63636364,82.67,original
Moldova,FALCON,48.86363636,82.67,variation1
Moldova,FALCON,46.59090909,82.67,variation2
Mongolia,FALCON,38.0,32.75,original
Mongolia,FALCON,36.0,56.31,original
Mongolia,FALCON,22.72727273,40.35,original
Mongolia,FALCON,4.166666667,65.96,original
Mongolia,FALCON,57.95454545,61.31,original
Montenegro,FALCON,39.0,56.06,original
Montenegro,FALCON,67.0,78.15,original
Montenegro,FALCON,34.84848485,68.31,original
Montenegro,FALCON,20.83333333,90.48,original
Montenegro,FALCON,47.72727273,73.05,original
Morocco,FALCON,37.0,35.68,original
Morocco,FALCON,36.0,48.92,original
Morocco,FALCON,37.87878788,40.31,original
Morocco,FALCON,10.41666667,54.63,original
Morocco,FALCON,40.90909091,50.3,original
Mozambique,FALCON,31.0,46.18,original
Mozambique,FALCON,35.0,46.18,variation1
Mozambique,FALCON,36.0,46.18,variation2
Mozambique,FALCON,42.0,64.18,original
Mozambique,FALCON,61.0,64.18,variation1
Mozambique,FALCON,56.0,64.18,variation2
Mozambique,FALCON,46.96969697,40.76,original
Mozambique,FALCON,32.57575758,40.76,variation1
Mozambique,FALCON,40.90909091,40.76,variation2
Mozambique,FALCON,12.5,48.68,original
Mozambique,FALCON,2.083333333,48.68,variation1
Mozambique,FALCON,18.75,48.68,variation2
Mozambique,FALCON,55.68181818,62.3,original
Mozambique,FALCON,40.90909091,62.3,variation1
Mozambique,FALCON,50.0,62.3,variation2
Myanmar,FALCON,38.0,31.67,original
Myanmar,FALCON,26.0,18.75,original
Myanmar,FALCON,19.6969697,22.17,original
Myanmar,FALCON,2.083333333,19.48,original
Myanmar,FALCON,35.22727273,30.0,original
Namibia,FALCON,43.0,63.37,original
Namibia,FALCON,56.0,77.08,original
Namibia,FALCON,43.93939394,65.46,original
Namibia,FALCON,25.0,89.88,original
Namibia,FALCON,55.68181818,75.0,original
Nepal,FALCON,39.0,52.92,original
Nepal,FALCON,40.0,71.41,original
Nepal,FALCON,42.42424242,55.46,original
Nepal,FALCON,12.5,61.41,original
Nepal,FALCON,70.45454545,61.43,original
Netherlands,FALCON,48.0,84.09,original
Netherlands,FALCON,65.0,87.59,original
Netherlands,FALCON,50.0,88.41,original
Netherlands,FALCON,45.83333333,91.23,original
Netherlands,FALCON,69.31818182,87.34,original
New Zealand,FALCON,60.0,72.08,original
New Zealand,FALCON,66.0,71.15,original
New Zealand,FALCON,61.36363636,85.36,original
New Zealand,FALCON,54.16666667,90.24,original
New Zealand,FALCON,73.86363636,79.76,original
Nicaragua,FALCON,34.0,34.03,original
Nicaragua,FALCON,41.0,30.34,original
Nicaragua,FALCON,37.12121212,17.23,original
Nicaragua,FALCON,6.25,27.77,original
Nicaragua,FALCON,60.22727273,36.64,original
Niger,FALCON,38.0,44.58,original
Niger,FALCON,52.0,67.69,original
Niger,FALCON,46.96969697,54.35,original
Niger,FALCON,6.25,64.42,original
Niger,FALCON,46.59090909,67.5,original
Nigeria,FALCON,28.0,41.9,original
Nigeria,FALCON,29.0,61.65,original
Nigeria,FALCON,43.18181818,47.26,original
Nigeria,FALCON,4.166666667,41.4,original
Nigeria,FALCON,39.77272727,62.96,original
North Korea,FALCON,20.0,20.59,original
North Korea,FALCON,25.0,26.82,original
North Korea,FALCON,12.12121212,18.04,original
North Korea,FALCON,0.0,20.57,original
North Korea,FALCON,40.90909091,17.27,original
North Macedonia,FALCON,43.0,54.17,original
North Macedonia,FALCON,43.0,54.17,variation1
North Macedonia,FALCON,36.0,54.17,variation2
North Macedonia,FALCON,53.0,83.17,original
North Macedonia,FALCON,72.0,83.17,variation1
North Macedonia,FALCON,60.0,83.17,variation2
North Macedonia,FALCON,46.21212121,66.98,original
North Macedonia,FALCON,50.75757576,66.98,variation1
North Macedonia,FALCON,46.21212121,66.98,variation2
North Macedonia,FALCON,27.08333333,89.43,original
North Macedonia,FALCON,18.75,89.43,variation1
North Macedonia,FALCON,27.08333333,89.43,variation2
North Macedonia,FALCON,68.18181818,75.15,original
North Macedonia,FALCON,55.68181818,75.15,variation1
North Macedonia,FALCON,64.77272727,75.15,variation2
Northern Cyprus,FALCON,28.0,42.61,original
Northern Cyprus,FALCON,41.0,56.12,original
Northern Cyprus,FALCON,25.75757576,46.9,original
Northern Cyprus,FALCON,29.16666667,84.74,original
Northern Cyprus,FALCON,47.72727273,53.25,original
Norway,FALCON,55.0,89.84,original
Norway,FALCON,81.0,89.5,original
Norway,FALCON,73.48484848,94.87,original
Norway,FALCON,37.5,94.74,original
Norway,FALCON,69.31818182,90.48,original
OECS,FALCON,44.0,50.4,original
OECS,FALCON,53.0,57.01,original
OECS,FALCON,40.90909091,54.63,original
OECS,FALCON,43.75,86.82,original
OECS,FALCON,72.72727273,65.28,original
Oman,FALCON,55.0,37.74,original
Oman,FALCON,50.0,37.74,variation1
Oman,FALCON,42.0,37.74,variation2
Oman,FALCON,30.0,26.78,original
Oman,FALCON,45.0,26.78,variation1
Oman,FALCON,49.0,26.78,variation2
Oman,FALCON,42.42424242,35.88,original
Oman,FALCON,43.18181818,35.88,variation1
